session	role	backend	model	ts	turn	reason	inner	cost_usd	ctx_pct
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T08:26:23.639484+00:00	105	end_turn	2	0.09	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T09:00:19.023127+00:00	106	end_turn	3	0.0	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T09:05:15.369385+00:00	107	end_turn	4	0.18	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T09:15:44.034818+00:00	108	end_turn	3	0.12	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T09:19:36.682826+00:00	109	end_turn	3	0.14	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T09:36:44.762646+00:00	110	end_turn	3	0.13	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T09:52:14.298893+00:00	111	end_turn	3	0.13	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T10:16:40.125224+00:00	112	end_turn	3	0.0	7
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T10:34:12.953844+00:00	113	end_turn	2	0.0	8
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T10:35:19.957691+00:00	114	end_turn	2	0.11	8
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T10:37:24.208801+00:00	115	end_turn	14	0.89	8
Orchestra-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T11:10:41.216563+00:00	116	end_turn	2	0.0	9
research-subscription	full-cycle	claude	claude-opus-5[1m]	2026-07-21T16:27:32.111340+00:00	1	end_turn	18	0.0	13
prompt-engineer	full-cycle	claude	claude-opus-5[1m]	2026-07-18T11:07:39.127060+00:00	0	end_turn	9	1.03	6
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-19T05:11:00.363824+00:00	0	end_turn	2	0.97	9
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-19T06:47:31.987818+00:00	1	end_turn	2	1.09	11
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-19T06:58:10.313658+00:00	2	end_turn	2	0.0	12
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-19T08:17:47.018051+00:00	3	end_turn	11	2.06	12
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-21T01:06:02.394214+00:00	4	end_turn	1	1.47	14
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-24T04:29:34.867078+00:00	5	stop_sequence	2	1.43	15
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-24T04:32:38.767214+00:00	6	end_turn	0	0.5	15
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-24T04:48:17.081355+00:00	7	end_turn	0	0.43	21
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-25T03:41:40.762833+00:00	8	end_turn	0	0.64	32
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-25T03:47:10.645077+00:00	9	end_turn	0	0.54	43
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-25T03:57:27.854065+00:00	10	end_turn	0	0.2	47
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-25T04:07:15.365695+00:00	11	end_turn	0	0.7	52
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-25T04:09:26.150893+00:00	12	end_turn	0	0.23	52
kesha-tg-bot	orchestrator	codex	gpt-5.6-sol	2026-07-25T04:14:28.702816+00:00	13	end_turn	0	0.63	53
investigate-restart	full-cycle	codex	gpt-5.6-sol	2026-07-24T04:47:31.639310+00:00	0	end_turn	0	3.02	39
research-html-eff	full-cycle	codex	gpt-5.6-sol	2026-07-24T13:26:24.521581+00:00	0	end_turn	0	5.73	70
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T13:16:50.529663+00:00	0	end_turn	1	1.17	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T13:21:04.181465+00:00	1	end_turn	5	0.4	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T13:24:00.007888+00:00	2	end_turn	2	0.15	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T13:28:59.201620+00:00	3	end_turn	31	1.88	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T13:40:11.163544+00:00	4	end_turn	9	0.42	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T13:43:15.188258+00:00	5	end_turn	2	0.17	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T13:47:08.600646+00:00	6	end_turn	3	0.18	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T15:54:52.190300+00:00	7	end_turn	8	0.0	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T15:55:55.109772+00:00	8	end_turn	2	0.19	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T15:59:59.842987+00:00	9	end_turn	2	0.18	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T16:00:56.801896+00:00	10	end_turn	1	0.09	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T16:02:45.118432+00:00	11	end_turn	7	0.72	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T16:06:25.207918+00:00	12	end_turn	5	0.58	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T09:32:12.689656+00:00	13	end_turn	11	4.43	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T09:33:25.070553+00:00	14	end_turn	3	0.37	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T09:34:13.999893+00:00	15	end_turn	1	0.14	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T09:38:47.072187+00:00	16	end_turn	15	1.28	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T10:37:05.128185+00:00	17	end_turn	1	0.83	23
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T11:15:03.961304+00:00	18	end_turn	11	0.28	8
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T11:16:13.825155+00:00	19	end_turn	4	0.21	8
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T03:11:22.849004+00:00	20	end_turn	5	1.31	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T04:29:15.108421+00:00	21	end_turn	1	0.0	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T04:30:56.561686+00:00	22	end_turn	3	0.16	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T04:37:12.141436+00:00	23	end_turn	4	0.23	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T04:40:48.091625+00:00	24	end_turn	24	1.74	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T04:58:59.586914+00:00	25	end_turn	17	7.3	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T05:02:16.743380+00:00	26	end_turn	2	0.57	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T05:05:03.605666+00:00	27	end_turn	2	0.77	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T05:05:10.956465+00:00	28	stop_sequence	1	0.0	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T05:08:03.643885+00:00	29	stop_sequence	1	0.0	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T05:34:52.156943+00:00	30	stop_sequence	1	0.0	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T06:32:58.923799+00:00	31	end_turn	7	2.53	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T06:46:27.289229+00:00	32	end_turn	2	0.0	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T06:47:21.618210+00:00	33	end_turn	3	0.19	9
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T06:52:23.921641+00:00	34	end_turn	6	0.39	9
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:23:19.737585+00:00	35	end_turn	3	0.0	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:24:12.961390+00:00	36	end_turn	4	0.23	11
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:25:28.344695+00:00	37	end_turn	5	0.37	11
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:26:10.593534+00:00	38	end_turn	2	0.13	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:27:23.746890+00:00	39	end_turn	1	0.08	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:29:04.955708+00:00	40	end_turn	1	0.11	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:29:14.355836+00:00	41	end_turn	1	0.08	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:30:35.016672+00:00	42	end_turn	4	0.25	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T07:32:07.002802+00:00	43	end_turn	3	0.34	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:09:44.176585+00:00	44	end_turn	2	0.74	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:10:47.958300+00:00	45	end_turn	2	0.17	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:14:44.745207+00:00	46	end_turn	1	0.1	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:16:49.823418+00:00	47	end_turn	5	0.57	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:35:09.818454+00:00	48	end_turn	4	0.0	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:37:20.504066+00:00	49	end_turn	3	0.3	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:40:03.003288+00:00	50	end_turn	2	0.19	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:42:59.951752+00:00	51	end_turn	1	0.09	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:47:00.956210+00:00	52	end_turn	7	0.54	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:49:55.444694+00:00	53	end_turn	4	0.38	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:54:39.398106+00:00	54	end_turn	2	0.19	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T12:57:04.257579+00:00	55	stop_sequence	1	0.0	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:03:56.847983+00:00	56	end_turn	2	0.0	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:21:15.114014+00:00	57	end_turn	11	1.65	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:23:42.366533+00:00	58	end_turn	4	0.46	20
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-21T16:26:00.253066+00:00	59	end_turn	3	0.44	20
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T01:37:33.162224+00:00	60	end_turn	16	5.98	20
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T02:34:42.776435+00:00	61	end_turn	1	0.88	23
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T06:22:50.384650+00:00	62	end_turn	4	0.08	9
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T06:28:00.272438+00:00	63	end_turn	12	0.83	8
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T06:31:26.348038+00:00	64	end_turn	2	0.17	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T07:09:45.524213+00:00	65	end_turn	5	0.0	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T07:11:40.393488+00:00	66	end_turn	4	0.43	11
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T10:13:51.036283+00:00	67	end_turn	3	1.44	11
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T10:19:30.761327+00:00	68	end_turn	1	0.07	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T10:39:44.694199+00:00	69	end_turn	6	0.0	13
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T11:17:36.259896+00:00	70	end_turn	1	0.0	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T11:18:00.155042+00:00	71	end_turn	2	0.17	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T11:19:09.958889+00:00	72	end_turn	1	0.1	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T11:32:37.805290+00:00	73	end_turn	11	0.66	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T11:36:26.015687+00:00	74	end_turn	1	0.09	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T11:39:40.043100+00:00	75	end_turn	16	1.21	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T11:42:41.142735+00:00	76	end_turn	13	1.14	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T12:28:25.012605+00:00	77	end_turn	7	0.25	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T12:42:21.031751+00:00	78	end_turn	10	0.0	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T12:44:32.146986+00:00	79	end_turn	10	1.11	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T13:23:09.720928+00:00	80	end_turn	8	2.21	19
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T13:23:33.741479+00:00	81	end_turn	1	0.14	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T13:28:40.451914+00:00	82	end_turn	13	1.61	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T13:42:09.017147+00:00	83	end_turn	2	0.0	22
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T13:43:37.375643+00:00	84	end_turn	2	0.27	23
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T14:47:21.217731+00:00	85	end_turn	7	3.07	23
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T14:47:33.590939+00:00	86	end_turn	1	0.13	25
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T14:49:54.090309+00:00	87	end_turn	9	1.23	25
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T14:54:04.034529+00:00	88	end_turn	5	0.76	25
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T14:56:55.272779+00:00	89	end_turn	5	0.75	25
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T14:57:02.016653+00:00	90	end_turn	1	0.13	26
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T14:57:13.131301+00:00	91	end_turn	1	0.13	26
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T15:05:46.927843+00:00	92	end_turn	3	0.4	26
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T15:15:39.997851+00:00	93	end_turn	11	1.6	26
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-23T16:15:06.545466+00:00	94	end_turn	1	0.91	27
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T02:44:56.950964+00:00	95	end_turn	19	1.48	27
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T02:47:53.516986+00:00	96	end_turn	10	0.23	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T02:48:45.537294+00:00	97	end_turn	1	0.06	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T02:48:57.632719+00:00	98	end_turn	1	0.06	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T02:50:04.739221+00:00	99	unknown	3	0.0	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:18:32.253863+00:00	100	end_turn	14	0.0	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:26:46.388392+00:00	101	end_turn	7	0.57	10
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:27:14.758932+00:00	102	end_turn	3	0.19	11
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:29:07.161719+00:00	103	end_turn	7	0.53	11
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:29:30.747907+00:00	104	end_turn	1	0.07	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T03:30:48.374098+00:00	105	end_turn	4	0.3	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:04:06.178063+00:00	106	end_turn	7	0.77	12
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:09:35.376314+00:00	107	end_turn	10	0.82	14
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:12:16.350905+00:00	108	end_turn	2	0.21	15
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:13:37.599122+00:00	109	end_turn	3	0.33	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:18:50.010314+00:00	110	end_turn	1	0.12	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:21:52.993500+00:00	111	end_turn	15	1.44	16
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:23:18.808866+00:00	112	end_turn	1	0.11	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:24:44.022862+00:00	113	end_turn	2	0.22	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:27:21.026557+00:00	114	end_turn	1	0.09	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:28:09.261018+00:00	115	end_turn	4	0.2	17
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:28:40.885567+00:00	116	end_turn	2	0.26	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:29:35.208003+00:00	117	end_turn	4	0.42	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:29:38.955061+00:00	118	stop_sequence	1	0.0	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T04:34:31.583410+00:00	119	stop_sequence	1	0.0	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T05:03:54.241376+00:00	120	stop_sequence	1	0.0	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T07:25:38.866947+00:00	121	end_turn	1	1.8	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T07:27:37.574162+00:00	122	end_turn	3	1.94	18
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T07:30:27.329834+00:00	123	end_turn	3	0.34	20
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T07:31:35.693374+00:00	124	end_turn	1	0.11	20
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T07:32:58.709579+00:00	125	end_turn	3	0.43	20
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T07:35:46.902039+00:00	126	end_turn	1	0.11	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T07:39:30.667481+00:00	127	end_turn	4	0.44	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T08:24:33.313315+00:00	128	end_turn	6	0.0	21
seedon-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-24T09:22:42.292551+00:00	129	end_turn	1	0.94	22
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-19T13:56:07.920352+00:00	1	end_turn	4	0.0	21
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-19T14:05:50.281856+00:00	2	end_turn	3	0.42	22
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-19T14:10:36.886711+00:00	3	end_turn	11	1.62	22
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-19T15:06:58.099084+00:00	4	end_turn	1	0.69	24
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-19T15:55:07.904096+00:00	5	end_turn	5	0.0	7
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-20T03:32:31.811968+00:00	6	end_turn	5	1.58	6
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-20T03:38:56.146132+00:00	7	end_turn	17	1.5	11
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-20T03:53:31.542312+00:00	8	end_turn	38	5.07	13
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-20T04:03:18.028496+00:00	9	tool_use	25	3.06	13
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-20T04:11:02.186892+00:00	10	tool_use	40	5.6	22
sensar-concrete-roadmap	full-cycle	claude	claude-opus-5[1m]	2026-07-20T05:07:52.659398+00:00	11	end_turn	1	0.58	27
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T09:31:47.723394+00:00	0	end_turn	8	5.19	38
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-19T09:58:07.227757+00:00	1	end_turn	3	0.0	39
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T03:56:30.814041+00:00	2	end_turn	5	4.9	40
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T04:53:36.874890+00:00	3	end_turn	1	0.55	41
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T07:58:11.568360+00:00	4	end_turn	27	1.39	5
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T08:05:49.690532+00:00	5	end_turn	10	1.24	9
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T08:51:03.178786+00:00	6	end_turn	11	0.0	14
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T09:05:22.546876+00:00	7	end_turn	17	0.6	16
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T12:59:44.856009+00:00	8	end_turn	20	3.78	18
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T15:00:56.246921+00:00	9	end_turn	1	0.0	18
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T15:01:04.053543+00:00	10	end_turn	1	0.1	18
Claude-Code-Game-Master-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-20T15:58:47.536943+00:00	11	end_turn	1	0.56	20
grants-audit	worker	codex	gpt-5.6-sol	2026-07-24T04:29:52.138573+00:00	0	end_turn	0	6.86	86
grants-audit	worker	codex	gpt-5.6-sol	2026-07-24T04:34:30.122317+00:00	1	end_turn	0	0.4	87
polus-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T10:35:29.179274+00:00	0	end_turn	1	7.58	64
polus-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T10:48:02.563954+00:00	1	end_turn	3	0.0	77
polus-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T10:56:08.325905+00:00	2	end_turn	2	0.82	77
polus-orchestrator	orchestrator	claude	claude-opus-5[1m]	2026-07-25T11:05:11.397464+00:00	3	end_turn	3	1.22	77
marketer	worker	codex	gpt-5.6-sol	2026-07-21T05:05:03.709484+00:00	0	stop_sequence	2	1.84	19
marketer	worker	codex	gpt-5.6-sol	2026-07-21T06:50:39.978497+00:00	1	end_turn	9	1.69	19
marketer	worker	codex	gpt-5.6-sol	2026-07-21T07:47:34.455332+00:00	2	end_turn	1	0.67	22
marketer	worker	codex	gpt-5.6-sol	2026-07-23T11:19:04.441235+00:00	3	end_turn	7	1.01	7
marketer	worker	codex	gpt-5.6-sol	2026-07-23T11:41:16.822282+00:00	4	end_turn	63	3.24	8
feat-followup	worker	claude	claude-opus-5[1m]	2026-07-21T16:14:04.010846+00:00	1	end_turn	13	1.36	14
fix-tg-topic-lock	worker	codex	gpt-5.6-sol	2026-07-25T04:44:08.283411+00:00	0	interrupted	0	1.8	34
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T08:09:11.546232+00:00	0	end_turn	0	4.3	61
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T08:19:31.310357+00:00	1	end_turn	0	0.28	61
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T08:21:20.899143+00:00	2	end_turn	0	0.78	63
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T08:30:59.661254+00:00	3	end_turn	0	1.78	75
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T08:41:15.331578+00:00	4	end_turn	0	0.33	76
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T08:44:19.352158+00:00	5	end_turn	0	0.63	78
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T09:00:04.107010+00:00	6	error	0	2.78	24
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T09:01:25.115524+00:00	7	error	0	0.0	24
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T09:03:51.199165+00:00	8	error	0	0.39	26
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T09:19:10.327986+00:00	9	error	0	0.29	27
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T10:15:27.557484+00:00	10	end_turn	0	9.5	67
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T10:36:44.033151+00:00	11	end_turn	0	5.23	82
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T10:57:15.084271+00:00	12	end_turn	0	2.68	33
feat-usage-analytics	full-cycle	codex	gpt-5.6-sol	2026-07-25T11:07:38.305649+00:00	13	end_turn	0	0.17	34
