start,end,day,reset,hours,delta,n,haiku,cost,input_tokens,cache_read_tokens,cache_create_tokens,output_tokens
2026-09-05T04:30:43.187349+00:00,2026-09-05T07:32:48.938456+00:00,2026-09-05,2026-09-08,3.0349308630492953,9.0,60,0,148.8227875,0.12686,178.001179,5.066743,0.412846
2026-09-05T09:08:28.026489+00:00,2026-09-05T12:12:56.072726+00:00,2026-09-05,2026-09-08,3.0744572880533005,12.0,35,0,202.18749099999997,0.076336,321.625812,3.495858,0.600452
2026-09-05T12:12:56.072726+00:00,2026-09-05T15:14:07.756847+00:00,2026-09-05,2026-09-08,3.019912255803744,7.0,11,0,33.278203999999995,0.026,23.488524,2.230169,0.106361
2026-09-05T15:14:07.756847+00:00,2026-09-05T18:15:22.742481+00:00,2026-09-05,2026-09-08,3.0208293428023656,5.0,6,0,10.164347500000002,0.009007,23.977152,0.823625,0.099992
2026-09-05T21:01:29.047028+00:00,2026-09-06T00:02:41.858604+00:00,2026-09-05,2026-09-08,3.020225437747108,2.0,19,0,30.883503500000003,0.027593,58.823,2.824011,0.163516
2026-09-06T01:43:30.220381+00:00,2026-09-06T04:44:53.738103+00:00,2026-09-06,2026-09-08,3.0231993671920563,8.0,41,0,124.9818555,0.070192,161.240986,4.362192,0.529349
2026-09-06T05:47:18.758398+00:00,2026-09-06T08:48:41.246004+00:00,2026-09-06,2026-09-08,3.0229132239023846,8.0,71,0,172.0289025,0.100977,279.652476,6.471716,0.611666
2026-09-06T08:48:41.246004+00:00,2026-09-06T11:49:57.197102+00:00,2026-09-06,2026-09-08,3.0210975272125666,3.0,61,0,148.09284449999998,0.065597,251.030719,3.163151,0.501258
2026-09-06T11:49:57.197102+00:00,2026-09-06T14:51:17.226776+00:00,2026-09-06,2026-09-08,3.022230464948548,6.0,30,0,89.91134599999997,0.073002,170.900553,5.433795,0.252758
2026-09-06T14:51:17.226776+00:00,2026-09-06T17:54:32.179373+00:00,2026-09-06,2026-09-08,3.054153499205907,5.0,105,0,114.94192249999999,0.099043,167.472549,3.289808,0.44677
2026-09-06T21:00:56.097935+00:00,2026-09-07T00:02:14.842068+00:00,2026-09-06,2026-09-08,3.0218733702765572,1.0,0,0,0,0.0,0.0,0.0,0.0
2026-09-07T00:02:14.842068+00:00,2026-09-07T03:03:36.166127+00:00,2026-09-07,2026-09-08,3.022590016391542,1.0,2,0,12.483584999999998,0.00142,9.04983,0.769412,0.010298
2026-09-07T03:03:36.166127+00:00,2026-09-07T06:05:12.985862+00:00,2026-09-07,2026-09-08,3.026894370847278,4.0,85,0,148.87259849999998,0.091245,244.66215,4.298162,0.215277
2026-09-07T07:36:15.767839+00:00,2026-09-07T10:37:37.057226+00:00,2026-09-07,2026-09-08,3.0225803852743574,1.0,11,0,10.497159499999952,0.000875,20.271289,0.014014,0.00868
2026-09-07T10:37:37.057226+00:00,2026-09-07T13:38:49.849469+00:00,2026-09-07,2026-09-08,3.020220067501068,3.0,79,0,93.12386849999999,0.009749,193.685332,2.212315,0.127549
2026-09-07T14:20:30.016831+00:00,2026-09-07T17:22:40.359182+00:00,2026-09-07,2026-09-08,3.036206208599938,2.0,75,0,67.93089549999999,0.000458,101.129232,1.61483,0.110747
2026-09-07T17:22:40.359182+00:00,2026-09-07T20:23:52.796092+00:00,2026-09-07,2026-09-08,3.020121363931232,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-09-07T21:59:27.006896+00:00,2026-09-08T01:00:38.250097+00:00,2026-09-07,2026-09-08,3.019789778060383,0.0,0,0,0,0.0,0.0,0.0,0.0
2026-09-08T01:00:38.250097+00:00,2026-09-08T04:04:38.158860+00:00,2026-09-08,2026-09-08,3.0666413230366176,2.0,70,0,60.581290499999994,0.000448,84.380025,2.050165,0.112871
2026-09-08T07:08:31.278183+00:00,2026-09-08T10:08:48.442139+00:00,2026-09-08,2026-09-15,3.0047677655352487,2.0,74,0,56.03132,0.00036,70.215764,1.915875,0.091916
2026-09-08T10:08:48.442139+00:00,2026-09-08T13:11:54.594318+00:00,2026-09-08,2026-09-15,3.051708938611878,1.0,45,0,31.5218095,0.000204,40.335712,1.062543,0.049764
2026-09-08T13:11:54.594318+00:00,2026-09-08T16:16:37.887155+00:00,2026-09-08,2026-09-15,3.0786924547619288,3.0,72,0,111.49174,0.00062,160.510985,3.187592,0.15632
2026-09-08T16:16:37.887155+00:00,2026-09-08T19:18:41.436997+00:00,2026-09-08,2026-09-15,3.034319400522444,0.0,9,0,6.9488984999999985,3.3e-05,12.218997,0.073606,0.004127
2026-09-09T03:06:55.162408+00:00,2026-09-09T06:08:02.858784+00:00,2026-09-09,2026-09-15,3.018804548846351,7.0,113,0,300.16633525,0.001906,440.416042,8.003696,0.736941
2026-09-09T06:08:02.858784+00:00,2026-09-09T09:09:13.398138+00:00,2026-09-09,2026-09-15,3.0195942650238674,3.0,77,0,102.14522050000015,0.000632,161.8824,2.524017,0.17961
2026-09-09T09:09:13.398138+00:00,2026-09-09T12:10:20.006550+00:00,2026-09-09,2026-09-15,3.0185023366742665,1.0,25,0,8.1801085,0.000108,16.056776,0.44273,0.025024
