repo	file	line	old_path	old_exists	orchestra_analog_exists
orchestra	.orchestra/tasks/376/benchmark.py	5	docs/tasks/376/raw/	False	True
orchestra	.orchestra/tasks/128/measure/metrics.py	7	docs/tasks/128/measure/metrics.py	False	True
orchestra	.orchestra/tasks/128/richness.py	9	docs/tasks/128/richness.py	False	True
orchestra	.orchestra/tasks/128/richness.py	9	docs/tasks/119/measure/before	False	True
orchestra	.orchestra/tasks/128/richness.py	9	docs/tasks/119/measure/after	False	True
orchestra	.orchestra/tasks/128/build-artifact.py	7	docs/tasks/128/build-artifact.py	False	True
orchestra	.orchestra/tasks/128/build-artifact.py	8	docs/tasks/128/codex-dizayn-protiv-nashego-skilla.html	False	True
orchestra	.orchestra/tasks/128/build-artifact.py	364	docs/tasks/128/verbatim/</code>	False	False
orchestra	.orchestra/tasks/128/build-artifact.py	367	docs/tasks/128/comparison.tsv</code>	False	False
orchestra	.orchestra/tasks/430/build_evidence_binding_manifest.py	31	docs/kb/records	False	True
orchestra	.orchestra/tasks/8/verify-switch.py	7	docs/tasks/8/verify-switch.py	False	True
orchestra	.orchestra/tasks/430/probe_startup_migration.py	45	docs/kb	False	True
orchestra	.orchestra/tasks/430/probe_startup_migration.py	46	docs/kb/fact.md	False	False
orchestra	.orchestra/tasks/430/probe_startup_migration.py	83	docs/kb	False	True
orchestra	.orchestra/tasks/8/mutation-check.py	10	docs/tasks/8/mutation-check.py	False	True
orchestra	.orchestra/tasks/430/probe_dirty_migration.py	36	docs/kb	False	True
orchestra	.orchestra/tasks/8/verify-store.py	4	docs/tasks/2/report.md	False	True
orchestra	.orchestra/tasks/8/verify-store.py	7	docs/tasks/8/verify-store.py	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	13	docs/kb	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	13	docs/tasks	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	13	docs/workers	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	31	docs/kb/records/	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	33	docs/kb/manifest.json	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	35	docs/kb/	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	37	docs/tasks/	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	39	docs/workers/	False	True
orchestra	.orchestra/tasks/430/reference_inventory.py	156	docs/tasks/430	False	True
orchestra	.orchestra/tasks/412/acceptance/test_t6_live_owner.py	13	docs/tasks/412/live-owner-receipt.json	False	False
orchestra	.orchestra/tasks/412/acceptance/test_t6_live_owner.py	14	docs/tasks/412/distribution-manifest.json	False	True
orchestra	.orchestra/tasks/8/probe-route-glob.py	6	docs/tasks/8/probe-route-glob.py	False	True
orchestra	.orchestra/tasks/412/acceptance/test_t2_live_distribution.py	12	docs/tasks/412/distribution-manifest.json	False	True
orchestra	.orchestra/tasks/412/acceptance/test_t2_live_distribution.py	13	docs/tasks/412/git-command-log.jsonl	False	True
orchestra	.orchestra/tasks/412/acceptance/test_t2_live_distribution.py	155	docs/kb/manifest.json	False	True
orchestra	.orchestra/tasks/412/acceptance/test_t2_live_distribution.py	171	docs/kb/.gitattributes	False	True
orchestra	.orchestra/tasks/412/acceptance/test_t2_live_distribution.py	172	docs/kb/manifest.json	False	True
orchestra	.orchestra/tasks/8/verify-truncation.py	11	docs/tasks/8/verify-truncation.py	False	True
orchestra	.orchestra/tasks/300/measure_benchmark.py	4	docs/tasks/300/measure_benchmark.py	False	True
orchestra	.orchestra/tasks/300/measure_benchmark.py	5	docs/tasks/300/measure_benchmark.py	False	True
orchestra	.orchestra/tasks/300/measure_benchmark.py	6	docs/tasks/300/measure_benchmark.py	False	True
orchestra	.orchestra/tasks/434/run_cache_probe.py	16	docs/tasks/434/cache-probe.jsonl	False	True
orchestra	.orchestra/tasks/138/bench/distractors.py	75	docs/tasks	False	True
orchestra	.orchestra/tasks/138/bench/distractors.py	76	docs/tasks	False	True
orchestra	.orchestra/tasks/106/q4/audit_provenance.py	22	docs/tasks/106/q4/results/preregistration-lock.json	False	True
orchestra	.orchestra/tasks/106/q4/audit_provenance.py	34	docs/tasks/106/q4/{name	False	False
orchestra	.orchestra/tasks/364/bench/giga_bench.py	29	docs/tasks/134/bench/queries.json	False	True
orchestra	.orchestra/tasks/364/bench/giga_bench.py	30	docs/tasks/134/bench/retrieval_bench.py	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	29	docs/tasks/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	29	docs/workers/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	128	docs/tasks/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	235	docs/tasks/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	236	docs/tasks/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	237	docs/workers/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	238	docs/workers/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	327	docs/tasks/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	328	docs/tasks/	False	True
orchestra	.orchestra/tasks/454/measure_inventory.py	330	docs/workers/	False	True
orchestra	.orchestra/tasks/369/verify_bubbles.py	8	docs/tasks/369/verify_bubbles.py	False	True
orchestra	.orchestra/tasks/20/bench/cases.py	4	docs/tasks/13/report.md	False	True
orchestra	.orchestra/tasks/20/bench/cases.py	5	docs/tasks/3/measurements/canary-rag-on-baseline.log	False	True
orchestra	.orchestra/tasks/20/bench/cases.py	7	docs/tasks/16/bench.md	False	True
orchestra	.orchestra/tasks/32/measurements/browser_load.py	11	docs/tasks/32/measurements/browser_load.py	False	True
orchestra	.orchestra/tasks/106/q6/audit_provenance.py	22	docs/tasks/106/q5/results/preregistration-lock.json	False	True
orchestra	.orchestra/tasks/106/q6/audit_provenance.py	34	docs/tasks/106/q5/{name	False	False
orchestra	.orchestra/tasks/106/q5/audit_provenance.py	22	docs/tasks/106/q5/results/preregistration-lock.json	False	True
orchestra	.orchestra/tasks/106/q5/audit_provenance.py	34	docs/tasks/106/q5/{name	False	False
orchestra	.orchestra/tasks/94/verify-caret.py	13	docs/tasks/94/verify-caret.py	False	True
orchestra	.orchestra/tasks/94/verify-caret.py	118	docs/tasks/94/caret-insert.png	False	True
orchestra	.orchestra/tasks/346/eval/run_luna_eval.sh	18	docs/tasks/346/evidence/raw	False	True
orchestra	.orchestra/tasks/346/eval/run_luna_eval.sh	19	docs/tasks/346/eval	False	True
orchestra	.orchestra/tasks/346/eval/run_mcp_positive_control.sh	12	docs/tasks/346/evidence/raw	False	True
orchestra	.orchestra/tasks/15/verify-recovery.py	6	docs/tasks/15/verify-recovery.py	False	True
orchestra	.orchestra/tasks/437/run_live_output_canary.py	18	docs/tasks/437/live-results.json	False	False
orchestra	.orchestra/tasks/15/verify-build-banner.py	8	docs/tasks/15/verify-build-banner.py	False	True
orchestra	.orchestra/tasks/220/classify_commits.py	6	docs/tasks/220/classify_commits.py	False	True
orchestra	.orchestra/tasks/220/classify_commits.py	24	docs/tasks/	False	True
orchestra	.orchestra/tasks/220/classify_commits.py	34	docs/workers/	False	True
orchestra	.orchestra/tasks/274/mockups.py	3	docs/tasks/274/mockups.py	False	True
orchestra	.orchestra/tasks/68/verify-sender-color.py	95	docs/tasks/68/sender-color-{variant	False	False
orchestra	.orchestra/tasks/309/evidence/measure_309.py	4	docs/tasks/309/evidence/	False	True
orchestra	.orchestra/tasks/177/predict2.py	24	docs/tasks/*/	False	False
orchestra	.orchestra/tasks/177/codexscan.py	14	docs/tasks/*/codex-review*.md	False	False
orchestra	.orchestra/tasks/74/verify-live.py	70	docs/tasks/74/live-trunc-notice.png	False	True
orchestra	.orchestra/tasks/74/verify-live.py	90	docs/tasks/74/live-trunc-loaded.png	False	True
orchestra	.orchestra/tasks/291/oracles/test_t4_replay_evidence.py	21	docs/tasks/285/limits-data.json	False	True
orchestra	.orchestra/tasks/177/artifacts.py	3	docs/tasks/<id>/:	False	False
orchestra	.orchestra/tasks/177/artifacts.py	23	docs/tasks/*/	False	False
orchestra	.orchestra/tasks/177/predict.py	42	docs/tasks/*/	False	False
orchestra	.orchestra/tasks/70/verify-retry.py	107	docs/tasks/70/net-fail-banner-{variant	False	False
orchestra	.orchestra/tasks/74/verify-trunc.py	95	docs/tasks/74/trunc-notice.png	False	True
orchestra	.orchestra/tasks/240/measure_latency.py	889	docs/tasks/240/raw-runs.jsonl	False	True
orchestra	.orchestra/tasks/224/probe/drive_appserver.py	4	docs/tasks/224/probe/probe_mcp.py	False	True
katya-work	pipeline/scripts/generate-master-registry.py	18	docs/tasks/4/evidence/master-manifest.json	False	True
katya-work	pipeline/scripts/generate-master-registry.py	19	docs/tasks/4/evidence/inspect_master.py	False	True
katya-work	pipeline/scripts/generate-master-registry.py	20	docs/tasks/4/evidence/compact_master_manifest.py	False	True
katya-work	artifacts/task-6/lesson-01/validate.py	6	docs/tasks/6/plan.md	False	True
katya-work	artifacts/task-6/lesson-01/validate.py	64	docs/tasks/6/plan.md	False	True
katya-work	artifacts/task-6/lesson-01/validate.py	92	docs/tasks/6/research.md	False	True
katya-work	.orchestra/tasks/28-tk-m7/check.py	3	docs/tasks/28-tk-m7	False	True
katya-work	.orchestra/tasks/28-tk-m7/check.py	4	docs/tasks/28-tk-m7/check.py	False	True
katya-work	.orchestra/tasks/28-tk-m7/check.py	4	docs/tasks/28-tk-m5m6	False	True
katya-work	.orchestra/tasks/28-tk-m8/check.py	3	docs/tasks/28-tk-m8	False	True
katya-work	artifacts/task-4/tests/validate_t3_catalog.py	21	docs/tasks/4/evidence/analyze_pptx_overflow.py	False	True
katya-work	artifacts/task-4/tests/validate_t1_contract.py	23	docs/tasks/4/evidence/master-manifest.json	False	True
katya-work	artifacts/task-4/tests/validate_t4_lesson9.py	38	docs/tasks/4/evidence/analyze_pptx_overflow.py	False	True
katya-work	.orchestra/tasks/25/build_lesson_1.py	4	docs/tasks/22/lesson-1-sample.pptx	False	True
katya-work	.orchestra/tasks/25/iskra_deck.py	4	docs/tasks/22/build-lesson-1.py	False	True
katya-work	.orchestra/tasks/19/evidence/accept-contracts.py	2	docs/tasks/19/out	False	True
katya-work	.orchestra/tasks/19/evidence/verify-citations.py	9	docs/tasks/19/evidence/law/raw/*.txt	False	False
katya-work	.orchestra/tasks/19/evidence/verify-citations.py	9	docs/tasks/19/evidence/sent/*.md	False	False
katya-work	.orchestra/tasks/19/evidence/verify-citations.py	10	docs/tasks/19/evidence/diff-final15-vs-sent.txt	False	True
katya-work	.orchestra/tasks/19/evidence/verify-citations.py	14	docs/tasks/19/research.md	False	True
katya-work	artifacts/task-9-avito/avito_ads.py	176	docs/tasks/9/consent.md	False	True
kesha-tg-bot	runtime_protocol.py	3	docs/tasks/16/	False	True
kesha-tg-bot	codex_session.py	11	docs/tasks/16/spikes/turn_probe_events.jsonl	False	True
kesha-tg-bot	codex_session.py	370	docs/tasks/16/spikes/mcp_isolation_probe.py	False	True
kesha-tg-bot	codex_session.py	1095	docs/tasks/16/spikes/compact_events.txt	False	True
kesha-tg-bot	compact.py	159	docs/tasks/21	False	True
kesha-tg-bot	claude_session.py	88	docs/tasks/20	False	True
kesha-tg-bot	claude_session.py	700	docs/tasks/20/spikes/ctxleak.py	False	True
kesha-tg-bot	rag.py	5	docs/tasks/rag-memory/plan.md	False	True
kesha-tg-bot	.orchestra/tasks/cache-compact/timing_sweep.py	37	docs/tasks/cache-optimization/research.md	False	False
kesha-tg-bot	.orchestra/tasks/16/spikes/mutation_check_t6.sh	8	docs/tasks/16/spikes/mutation_check_t6.sh	False	True
kesha-tg-bot	tests/test_runtime_limits.py	495	docs/tasks/25	False	True
kesha-tg-bot	.orchestra/tasks/16/spikes/mutation_check_t7.sh	8	docs/tasks/16/spikes/mutation_check_t7.sh	False	True
kesha-tg-bot	.orchestra/tasks/16/spikes/mutation_check.sh	11	docs/tasks/16/spikes/mutation_check.sh	False	True
kesha-tg-bot	.orchestra/tasks/16/spikes/mutation_check_t5.sh	7	docs/tasks/16/spikes/mutation_check_t5.sh	False	True
kesha-tg-bot	.orchestra/tasks/16/spikes/turn_probe.py	4	docs/tasks/16/spikes/turn_probe.py	False	True
kesha-tg-bot	tests/test_compact_prompt.py	288	docs/tasks/21	False	True
kesha-tg-bot	tests/test_compact_prompt.py	331	docs/tasks/21	False	True
kesha-tg-bot	.orchestra/tasks/16/spikes/mcp_isolation_probe.py	8	docs/tasks/16/spikes/mcp_isolation_probe.py	False	True
kesha-tg-bot	tests/test_codex_session.py	4	docs/tasks/16/spikes/turn_probe_events.jsonl	False	True
kesha-tg-bot	tests/test_codex_session.py	180	docs/tasks/16/spikes/mcp_isolation_probe.py:	False	False
kesha-tg-bot	tests/test_codex_session.py	1029	docs/tasks/16/spikes/compact_events.txt	False	True
kesha-tg-bot	.orchestra/tasks/19/probe_argv.py	11	docs/tasks/19/probe_argv.py	False	True
seedon	.orchestra/tasks/238/run_oracle_canaries.py	54	docs/tasks/238	False	True
seedon	.orchestra/tasks/238/tests/test_t2_local_demo_stack.py	16	docs/tasks/238	False	True
seedon	.orchestra/tasks/216/build.py	6	docs/tasks/216/build.py	False	True
seedon	.orchestra/tasks/216/build.py	226	docs/tasks/216/negatives-172.json	False	True
seedon	.orchestra/tasks/132/verify-two-forms.py	4	docs/tasks/132/verify-two-forms.py	False	True
seedon	.orchestra/tasks/125/verify-fab-overlap.py	4	docs/tasks/125/verify-fab-overlap.py	False	True
seedon	.orchestra/tasks/141/test_delivery.py	6	docs/tasks/141/test_delivery.py	False	True
seedon	.orchestra/tasks/180/calc.py	4	docs/tasks/180/calc.py	False	True
seedon	.orchestra/tasks/203/data/validate_artifacts.py	180	docs/tasks/202/landing-matrix.csv	False	True
seedon	.orchestra/tasks/263/out/measure_acceptance.py	37	docs/tasks/263/out/http_dev_lead_logs.json	False	False
seedon	.orchestra/tasks/263/out/validate_research.py	4	docs/tasks/263/research.md	False	True
seedon	.orchestra/tasks/243/deploy-prepare.sh	8	docs/tasks/243/requirements.txt	False	True
seedon	.orchestra/tasks/243/deploy-prepare.sh	9	docs/tasks/243/seedon-service-demo.service	False	True
seedon	.orchestra/tasks/263/out/extract_messages.py	11	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/scan_candidates.py	6	docs/tasks/263/out/tracked_candidate_files.txt	False	False
seedon	.orchestra/tasks/263/out/index_devlead_user_messages.py	7	docs/tasks/263/out/http_dev_lead_logs.json	False	False
seedon	.orchestra/tasks/263/out/extract_seq.py	6	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/measure_direct.py	14	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/find_message_literal.py	6	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/summarize_http.py	8	docs/tasks/263/out/http_dev_lead_logs.json	False	False
seedon	.orchestra/tasks/263/out/index_messages.py	4	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/measure_lag_same_turn.py	45	docs/tasks/263/out/http_dev_lead_logs.json	False	False
seedon	.orchestra/tasks/263/out/measure_lag_same_turn.py	53	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/export_direct.py	10	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/literal_checks.py	8	docs/tasks/263/out/messages_relevant.jsonl	False	False
seedon	.orchestra/tasks/263/out/status_samples.py	7	docs/tasks/263/out/http_dev_lead_logs.json	False	False
seedon	.orchestra/tasks/263/out/summarize_devlead_tools.py	8	docs/tasks/263/out/http_dev_lead_logs.json	False	False
seedon	.orchestra/tasks/123/verify-hero-form.py	5	docs/tasks/123/verify-hero-form.py	False	True
seedon	.orchestra/tasks/123/verify-hero-form.py	6	docs/tasks/123/verify-hero-form.py	False	True
seedon	.orchestra/tasks/245/bench3.py	4	docs/tasks/222/bench2.py	False	True
seedon	.orchestra/tasks/105/measure_latency.py	12	docs/tasks/105/measure_latency.py	False	True
seedon	.orchestra/tasks/241/check_texts.py	6	docs/tasks/241/sources/rubrics.json	False	True
seedon	.orchestra/tasks/241/audit_quotes.py	22	docs/tasks/236/lesson-3-notes.md	False	True
cog-second-brain	.orchestra/tasks/33/verify-citations.py	8	docs/tasks/33/verify-citations.py	False	True
cog-second-brain	.orchestra/tasks/27-golden-labels/build_labels.py	8	docs/tasks/27-golden-labels/build_labels.py	False	True
cog-second-brain	.orchestra/tasks/27-golden-labels/build_labels.py	18	docs/tasks/26-golden-set/golden-set.json	False	True
cog-second-brain	.orchestra/tasks/27-golden-labels/build_labels.py	721	docs/tasks/26-golden-set/rubric.md	False	True
cog-second-brain	.orchestra/tasks/27-golden-labels/build_labels.py	722	docs/tasks/26-golden-set/golden-set.json	False	True
cog-second-brain	.orchestra/tasks/73/verify_spritesheet.py	10	docs/tasks/73/make_spritesheet.py	False	True
cog-second-brain	.orchestra/tasks/76/verify_listings.py	10	docs/tasks/76/listings.md	False	True
cog-second-brain	.orchestra/tasks/76/verify_listings.py	47	docs/tasks/76/make_imagegen_covers.py	False	True
cog-second-brain	.orchestra/tasks/29-llm-stability/raw/metrics.py	1	docs/tasks/26-golden-set/metrics.md	False	True
cog-second-brain	.orchestra/tasks/dota-stats/analyze.py	1046	docs/tasks/dota-stats/analyze.py	False	True
cog-second-brain	.orchestra/tasks/dota-stats/analyze.py	1047	docs/tasks/dota-stats/analyze.py	False	True
cog-second-brain	.orchestra/tasks/29-llm-stability/raw/rate.py	11	docs/tasks/26-golden-set/rubric.md	False	True
cog-second-brain	.orchestra/tasks/31/check-install.sh	71	docs/tasks/31/arduino-setup.sh	False	True
kesha-bot	compact.py	159	docs/tasks/21	False	True
kesha-bot	runtime_protocol.py	3	docs/tasks/16/	False	True
kesha-bot	codex_session.py	11	docs/tasks/16/spikes/turn_probe_events.jsonl	False	True
kesha-bot	codex_session.py	370	docs/tasks/16/spikes/mcp_isolation_probe.py	False	True
kesha-bot	codex_session.py	1095	docs/tasks/16/spikes/compact_events.txt	False	True
kesha-bot	claude_session.py	88	docs/tasks/20	False	True
kesha-bot	claude_session.py	700	docs/tasks/20/spikes/ctxleak.py	False	True
kesha-bot	.orchestra/tasks/cache-compact/timing_sweep.py	37	docs/tasks/cache-optimization/research.md	False	False
kesha-bot	rag.py	5	docs/tasks/rag-memory/plan.md	False	True
kesha-bot	.orchestra/tasks/16/spikes/mutation_check_t6.sh	8	docs/tasks/16/spikes/mutation_check_t6.sh	False	True
kesha-bot	.orchestra/tasks/16/spikes/mcp_isolation_probe.py	8	docs/tasks/16/spikes/mcp_isolation_probe.py	False	True
kesha-bot	.orchestra/tasks/16/spikes/turn_probe.py	4	docs/tasks/16/spikes/turn_probe.py	False	True
kesha-bot	.orchestra/tasks/16/spikes/mutation_check.sh	11	docs/tasks/16/spikes/mutation_check.sh	False	True
kesha-bot	tests/test_runtime_limits.py	495	docs/tasks/25	False	True
kesha-bot	.orchestra/tasks/16/spikes/mutation_check_t7.sh	8	docs/tasks/16/spikes/mutation_check_t7.sh	False	True
kesha-bot	.orchestra/tasks/19/probe_argv.py	11	docs/tasks/19/probe_argv.py	False	True
kesha-bot	.orchestra/tasks/16/spikes/mutation_check_t5.sh	7	docs/tasks/16/spikes/mutation_check_t5.sh	False	True
kesha-bot	tests/test_codex_session.py	4	docs/tasks/16/spikes/turn_probe_events.jsonl	False	True
kesha-bot	tests/test_codex_session.py	180	docs/tasks/16/spikes/mcp_isolation_probe.py:	False	False
kesha-bot	tests/test_codex_session.py	1029	docs/tasks/16/spikes/compact_events.txt	False	True
kesha-bot	tests/test_compact_prompt.py	288	docs/tasks/21	False	True
kesha-bot	tests/test_compact_prompt.py	331	docs/tasks/21	False	True
